Authors,Source,Title,Year,Ni (at.%),Ti (at.%),ev/a (Number of Valence Electrons),composition,Hf (at.%)
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons and R. D. Noebe,Acta Materialia,Microstructural characterization and shape memory characteristics of the Ni50.3Ti34.7Hf15 shape memory alloy,2015.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,34.7,7.018,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen,Materials Science and Engineering,Microstructural Characterization and Shape Memory Response of Ni-Rich NiTiHf and NiTiZr High Temperature Shape Memory Alloys,2014.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
J. S. Owusu-Danquah and A. F. Saleeb,Journal of Alloys and Compounds,On the modeling of the effect of processing and heat treatment on actuation behaviors of high temperature ternary and quaternary shape memory alloys,2017.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
J. K. Joy; A. Solomou; T. Baxevanis and D. C. Lagoudas,International Society for Optical Engineering,Predicting the constitutive response of precipitation hardened NiTiHf,2017.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen; I. Karaman; R. Santamarta; J. Pons; C. Hayrettin and R. D. Noebe,Acta Materialia,Relationship between crystallographic compatibility and thermal hysteresis in Ni-rich NiTiHf and NiTiZr high temperature shape memory alloys,2016.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
L. Casalena; J. M. Sosa; D. R. Coughlin; F. Yang; X. Chen; H. Paranjape; Y. Gao; R. D. Noebe; G. S. Bigelow; D. Gaydosh; S. A. P. II; Y. Wang; P. M. Anderson and M. J. Mills,Microscopy and Microanalysis,Revealing Transformation and Deformation Mechanisms in NiTiHf and NiTiAu High Temperature Shape Memory Alloys Through Microstructural Investigations,2016.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
O. Karakoc; C. Hayrettin; D. Canadinc and I. Karaman,Acta Materialia,Role of applied stress level on the actuation fatigue behavior of NiTiHf high temperature shape memory alloys,2018.0,50.3,29.7,7.018,Ni50.3Ti29.7Hf20.0 %,20.0
